id,name,character,order,gender
274,Jim Dratfield,Sen. Martin's Aide,37,0
274,Stanton-Miranda,1st Reporter,38,0
274,Rebecca Saxon,2nd Reporter,39,0
274,Cynthia Ettinger,Officer Jacobs,40,0
274,Brent Hinkley,Officer Murray,41,2
274,Steve Wyatt,Airport Flirt,42,0
274,David Early,Spooked Memphis Cop,43,2
274,Andre B. Blake,Tall Memphis Cop,44,2
274,Bill Dalzell,Distraught Memphis Cop,45,0
274,Chris Isaak,SWAT Commander,46,2
274,Daniel von Bargen,SWAT Communicator,47,2
274,Tommy Lafitte,SWAT Shooter,48,0
274,Josh Broder,EMS Attendant,49,0
274,Buzz Kilman,EMS Driver,50,0
274,Harry Northup,Mr. Bimmel,51,2
274,Lauren Roselli,Stacy Hubka,52,0
274,Maria Skorobogatov,Young Clarice,53,0
274,Lamont Arnold,Flower Delivery Man,54,0
274,John Hall,State Trooper (uncredited),55,0
274,Ted Monte,FBI Agent (uncredited),56,2
274,George A. Romero,FBI Agent in Memphis (uncredited),57,2
274,John W. Iwanonkiw,Orderly (uncredited),58,2
274,Philip Ettington,FBI Agent (uncredited),59,2
238,Marlon Brando,Don Vito Corleone,0,2
238,Al Pacino,Michael Corleone,1,2
238,James Caan,Santino 'Sonny' Corleone,2,2
238,Richard S. Castellano,Pete Clemenza,3,0
238,Robert Duvall,Tom Hagen,4,2
238,Sterling Hayden,Capt. Mark McCluskey,5,2
238,John Marley,Jack Woltz,6,2
238,Richard Conte,Emilio Barzini,7,2
238,Al Lettieri,Virgil 'Der Türke' Sollozzo,8,2
238,Diane Keaton,Kay Adams,9,1
238,Abe Vigoda,"Salvatore ""Sally"" Tessio",10,2
238,Talia Shire,Connie Corleone Rizzi,11,1
238,Gianni Russo,Carlo Rizzi,12,2
238,John Cazale,Fredo Corleone,13,2
238,Rudy Bond,Carmine Cuneo,14,2
238,Al Martino,Johnny Fontane,15,0
238,Morgana King,Mama Corleone,16,1
238,Lenny Montana,Luca Brasi,17,2
238,John Martino,Paulie,18,2
238,Salvatore Corsitto,Bonasera,19,0
238,Alex Rocco,Moe Greene,20,2
238,Tony Giorgio,Bruno Tattaglia,21,2
238,Victor Rendina,Philip Tattaglia,22,2
238,Simonetta Stefanelli,Apollonia Vitelli-Corleone,23,1
238,Saro Urzì,Vitelli,24,0
238,Sofia Coppola,Michael Francis Rizzi,25,1
238,Louis Guss,Don Zaluchi,26,2
238,Gabriele Torrei,"Enzo, the baker",27,0
238,Tony King,Tony - Stablehand,28,2
238,Richard Bright,Neri,29,2
238,Vito Scotti,Nazorine,30,2
238,Tere Livrano,Theresa Hagen,31,1
238,Julie Gregg,Sandra Corleone,32,1
238,Angelo Infanti,Fabrizio,34,2
238,Corrado Gaipa,Don Tommasino,35,2
238,Franco Citti,Calo,36,2
238,Max Brandt,Extra in Furniture-Moving Scene (uncredited),37,0
238,Carmine Coppola,Piano Player in Montage (uncredited),38,2
238,Roman Coppola,Boy on Street Who Attended Funeral (uncredited),39,2
238,Don Costello,Don Victor Stracci (uncredited),40,0
238,Robert Dahdah,Crowd (uncredited),41,0
238,Gray Frederickson,Cowboy on the Set at Woltz's Studio (uncredited),42,2
238,Ron Gilbert,Usher in Bridal Party (uncredited),43,0
238,Joe Lo Grippo,Sonny's Bodyguard (uncredited),45,2
238,Sonny Grosso,Cop Outside Hospital (uncredited),46,0
238,Randy Jurgensen,Sonny's Killer #1 (uncredited),48,0
238,Tony Lip,Wedding Guest (uncredited),49,2
238,Lou Martini Jr.,Boy at Wedding (uncredited),50,0
238,Raymond Martino,Corleone Family Member (uncredited),51,2
238,Joseph Medaglia,Priest at Baptism (uncredited),52,2
238,Rick Petrucelli,Man in Passenger Seat (uncredited),53,0
238,Sal Richards,Drunk (uncredited),54,0
238,Tom Rosqui,Rocco Lampone (uncredited),55,2
238,Frank Sivero,Street Extra (uncredited),56,2
238,Filomena Spagnuolo,Extra in Wedding Scene (uncredited),57,0
238,Joe Spinell,Willi Cicci (uncredited),58,2
238,Nick Vallelonga,Wedding Party Guest (uncredited),59,2
238,Conrad Yama,Fruit Vendor (uncredited),60,0
562,Bruce Willis,John McClane,0,2
562,Alan Rickman,Hans Gruber,1,2
562,Alexander Godunov,Karl,2,2
562,Bonnie Bedelia,Holly Gennero McClane,3,1
562,Reginald VelJohnson,Sgt. Al Powell,4,2
562,Paul Gleason,Deputy Police Chief Dwayne T. Robinson,5,2
562,De'voreaux White,Argyle,6,0
562,William Atherton,Richard Thornburg,7,2
562,Clarence Gilyard Jr.,Theo,8,0
562,Hart Bochner,Harry Ellis,9,2
562,James Shigeta,Joseph Yoshinobu Takagi,10,2
562,Bruno Doyon,Franco,11,0
562,Andreas Wisniewski,Tony,12,2
562,Joey Plewa,Alexander,13,0
562,Lorenzo Caccialanza,Marco,14,2
562,Gerard Bonn,Kristoff,15,0
562,Dennis Hayden,Eddie,16,2
562,Al Leong,Uli,17,2
562,Gary Roberts,Heinrich,18,0
562,Hans Buhringer,Fritz,19,0
562,Wilhelm von Homburg,James,20,0
562,Robert Davi,FBI Special Agent Johnson,21,2
562,Grand L. Bush,FBI Agent Little Johnson,22,2
562,Tracy Reiner,Thornburg's Assistant,23,1
562,Taylor Fry,Lucy McClane,24,0
562,Noah Land,John Jr.,25,0
562,Bill Marcus,City Engineer,26,0
562,Rick Ducommun,"Walt, City Worker",27,0
562,Matt Landers,Capt. Mitchell,28,2
562,Carmine Zozzora,Rivers,29,2
562,George Christy,Dr. Hasseldorf,30,2
562,Anthony Peck,Young Cop,31,0
562,David Ursin,Harvey Johnson,32,2
562,Mary Ellen Trainor,Gail Wallens,33,0
562,Selma Archerd,Hostage,34,1
562,Rebecca Broussard,Hostage,35,1
562,Kym Malin,Hostage,36,1
562,Betty Carvalho,Paulina,37,1
562,Kip Waldo,Convenience Store Clerk,38,0
562,Rick Cicetti,Guard,39,0
562,Bob Jennings,Cameraman,40,0
562,David Katz,Soundman,41,0
562,Robert Lesser,Businessman,42,2
562,Stella Hall,Stewardess,43,0
562,Terri Lynn Doss,Girl at Airport,44,0
562,Charlie Picerni,Dwayne T. Robinson's Driver (uncredited),45,2
562,Mark Winn,Police Detective (uncredited),46,0
500,Harvey Keitel,Mr. White/Larry Dimmick,0,2
500,Tim Roth,Mr. Orange/Freddy Newandyke,1,2
500,Michael Madsen,Mr. Blonde/Vic Vega,2,2
500,Chris Penn,Nice Guy Eddie Cabot,3,2
500,Steve Buscemi,Mr. Pink,4,2
500,Lawrence Tierney,Joe Cabot,5,2
500,Edward Bunker,Mr. Blue,6,2
500,Quentin Tarantino,Mr. Brown,7,2
500,Randy Brooks,Detective Holdaway,8,2
500,Kirk Baltz,Officer Marvin Nash,9,2
500,Steven Wright,K-Billy DJ (voice),10,2
500,Rich Turner,Sheriff #1,11,0
500,David Steen,Sheriff #2,12,2
500,Tony Cosmo,Sheriff #3,13,0
500,Stevo Polyi,Sheriff #4,14,0
1891,Mark Hamill,Luke Skywalker,0,2
1891,Harrison Ford,Han Solo,1,2
1891,Carrie Fisher,Princess Leia,2,1
1891,Billy Dee Williams,Lando Calrissian,3,0
1891,Anthony Daniels,C-3PO,4,2
1891,David Prowse,Darth Vader,5,2
1891,Kenny Baker,R2-D2,6,2
1891,Peter Mayhew,Chewbacca,7,2
1891,Frank Oz,Yoda (Voice),8,2
1891,James Earl Jones,Darth Vader (Voice),9,0
1891,Kathryn Mullen,Yoda (uncredited),10,1
1891,Wendy Froud,,12,0
1891,Jeremy Bulloch,Boba Fett,15,0
1891,Jason Wingreen,Boba Fett (voice) (uncredited),16,2
1891,Temuera Morrison,Boba Fett (voice),17,2
1891,Clive Revill,Emperor (voice),18,2
1891,Marjorie Eaton,Emperor,19,1
1891,Ian McDiarmid,Emperor,20,2
1891,Alec Guinness,Ben 'Obi-wan' Kenobi,21,2
1891,John Hollis,Lando's aide,22,2
1891,Jack Purvis,Chief Ugnaught,23,2
1891,Des Webb,Snow Creature,24,0
1891,Julian Glover,Imperial Force General Veers,25,2
1891,Kenneth Colley,Imperial Force Admiral Piett,26,2
1891,John Ratzenberger,Rebel Force Major Derlin,27,2
1891,Michael Sheard,Admiral Ozzel,28,2
1891,Michael Culver,Captain Needa,29,2
1891,John Dicks,"Captain Lennox, Imperial Officer",30,0
1891,Milton Johns,"Bewil, an Imperial officer",31,2
1891,Mark Jones,"Commander Nemet, an Imperial Officer",32,0
1891,Oliver Maguire,"Cabbel, an Imperial Officer",33,0
1891,Robin Scobey,"Lieutenant Venka, an Imperial Officer",34,0
1891,Bruce Boa,"General Carlist Rieekan, an Rebel Force",35,2
1891,Christopher Malcolm,Rebel pilot Zev Senesca (Rogue 2),36,2
1891,Denis Lawson,Rebel Force Wedge (Rogue 3),37,2
1891,Ian Liston,"Wes Janson, a Rebel Force (Wedge's Gunner)",38,0
1891,John Morton,"Dak Ralter, a Rebel Force",39,0
1891,Richard Oldfield,"Derek Klivian, a Rebel Force Hobbie (Rogue 4)",40,0
1891,Jack McKenzie,"Cal Alder, a Rebel Force Deck Lieutenant",41,2
1891,Jerry Harte,Rebel Force Head Controller,42,0
1891,Norman Chancer,"Tamizander Rey, a Other Rebel Officer",43,2
1891,Norwich Duff,"Jeroen Webb, a Other Rebel Officer",44,0
1891,Ray Hassett,"Tigran Jamiro, Other Rebel Officer",45,0
1891,Brigitte Kahn,"Toryn Farr, Other Rebel Officer",46,0
1891,Burnell Tucker,"Wyron Serper, Other Rebel Officer",47,0
1891,Bob Anderson,Imperial Officer (uncredited),48,2
1891,Lightning Bear,Stormtrooper (uncredited),49,2
1891,Richard Bonehill,Stormtrooper / Snowtrooper / Rebel Soldier / ... (uncredited),50,0
1891,John Cannon,Holographic Imperial Officer (uncredited),51,0
1891,Mark Capri,Officer M'kae (Captain Needa's Communications Officer) (uncredited),52,2
1891,Martin Dew,Cloud City Guard (uncredited),53,0
1891,Peter Diamond,Snowtrooper Gunner (uncredited),54,2
1891,Stuart Fell,Snowtrooper (uncredited),55,0
1891,Doug Robinson,Snowtrooper (uncredited),56,0
1891,Tony Smart,Snowtrooper (uncredited),57,0
1891,Alan Harris,Bossk / Bespin Security Guard (uncredited),58,2
1891,Tiffany L. Kurtz,Extra (uncredited),59,0
1891,Mac McDonald,Rebel Pilot (uncredited),60,2
1891,Ralph McQuarrie,General McQuarrie (uncredited),61,0
1891,Ralph Morse,Stormtrooper / Imperial Comms Officer / Rebel Soldier (uncredited),62,0
1891,Terry Richards,Wampa (uncredited),63,2
1891,Michael Santiago,"(voice, uncredited)",64,2
1891,Treat Williams,Echo Base Trooper (uncredited),65,2
1891,Shaun Curry,Hoth Rebel Commander (uncredited),66,2
1891,Alan Austen,Stormtrooper/Snowtrooper,67,0
1891,Jim Dowdall,Stormtrooper/Snowtrooper,68,0
1891,Ian Durrant,Stormtrooper/Snowtrooper,69,0
1891,Tom Egeland,Stormtrooper/Snowtrooper,70,0
1891,Alan Flyng,Stormtrooper/Snowtrooper,71,0
1891,Chris Parsons,Stormtrooper/Snowtrooper,72,0
1891,Trevor Butterfield,Stormtrooper/Snowtrooper,73,0
1891,Christopher Bunn,Stormtrooper/Snowtrooper,74,0
1891,Quentin Pierre,Stormtrooper/Snowtrooper,75,0
1891,Keith Swaden,Stormtrooper/Snowtrooper,76,0
1891,Howie Weed,Wampa,77,0
1891,Morris Bush,Dengar,78,0
85,Harrison Ford,Indy,0,2
85,Karen Allen,Marion Ravenwood,1,1
85,Paul Freeman,Dr. René Belloq,2,0
85,Ronald Lacey,Major Arnold Toht,3,2
85,John Rhys-Davies,Sallah,4,2
85,Denholm Elliott,Dr. Marcus Brody,5,2
85,Wolf Kahler,Colonel Dietrich,6,2
85,Anthony Higgins,Gobler,7,2
85,Vic Tablian,Barranca / Monkey Man,8,0
85,Don Fellows,Col. Musgrove,9,0
85,William Hootkins,Major Eaton,10,2
85,Alfred Molina,Satipo,11,2
85,Eddie Tagoe,Messenger Pirate,12,0
85,George Harris,Katanga,13,2
85,Bill Reimbold,Bureaucrat,14,0
85,Fred Sorenson,Jock,15,0
85,Patrick Durkin,Australian Climber,16,0
85,Matthew Scurfield,2nd. Nazi,17,2
85,Malcolm Weaver,Ratty Nepalese,18,0
85,Sonny Caldinez,Mean Mongolian,19,0
85,Anthony Chinn,Mohan,20,0
85,Pat Roach,Giant Sherpa / 1st Mechanic,21,2
85,Christopher Frederick,Otto,22,0
85,Tutte Lemkow,Imam,23,2
85,Ishaq Bux,Omar,24,0
85,Kiran Shah,Abu,25,2
85,Souad Messaoudi,Fayah,26,0
85,Terry Richards,Arab Swordsman,27,2
85,Steve Hanson,German Agent,28,0
85,Frank Marshall,Pilot,29,2
85,Martin Kreidt,Young Soldier,30,0
85,John Rees,Sergeant,31,0
85,Tony Vogel,Tall Captain,32,0
85,Ted Grossman,Peruvian Porter,33,0
85,Vic Armstrong,German Soldier (uncredited),34,2
85,Peter Diamond,German Soldier (uncredited),35,2
85,Nick Gillard,German Soldier (uncredited),36,2
85,Romo Gorrara,German Soldier (uncredited),37,0
85,Rick Lester,German Soldier (uncredited),38,0
85,Rocky Taylor,German Soldier (uncredited),39,2
85,Reg Harding,German Lieutenant (uncredited),40,0
85,Harry Fielder,German (uncredited),41,2
85,Barrie Holland,Archivist (uncredited),42,0
85,Billy Horrigan,Gobler's Gunner (uncredited),43,2
85,Terry Leonard,Driver of German Truck (uncredited),44,0
85,Sergio Mioni,Driver of German Truck (uncredited),45,0
85,Dennis Muren,Nazi Spy on the Airplane (uncredited),46,2
85,Glenn Randall Jr.,Flying Wing Mechanic (uncredited),47,0
85,Michael Sheard,U-Boat Captain (uncredited),48,2
85,Frank Welker,Special Vocal Effects (voice) (uncredited),49,2
1892,Mark Hamill,Luke Skywalker,0,2
1892,Harrison Ford,Han Solo,1,2
1892,Carrie Fisher,Princess Leia,2,1
1892,Billy Dee Williams,Lando Calrissian,3,0
1892,Anthony Daniels,C-3PO,4,2
1892,David Prowse,Darth Vader,5,2
1892,Kenny Baker,R2-D2 / Paploo,6,2
1892,Peter Mayhew,Chewbacca,7,2
1892,Frank Oz,Yoda (voice),8,2
1892,Ian McDiarmid,The Emperor,9,2
1892,James Earl Jones,Voice of Darth Vader (voice),10,0
1892,Sebastian Shaw,Anakin Skywalker,11,0
1892,Alec Guinness,Ben 'Obi-Wan' Kenobi,13,2
1892,Warwick Davis,Wicket,14,2
1892,Caroline Blakiston,Mon Mothma,15,1
1892,Michael Pennington,Moff Jerjerrod,16,0
1892,Kenneth Colley,Admiral Piett,17,2
1892,Michael Carter,Bib Fortuna,18,2
1892,Denis Lawson,Wedge,19,2
1892,Tim Rose,Admiral Ackbar,20,2
1892,Dermot Crowley,General Madine,21,2
1892,Jeremy Bulloch,Boba Fett,22,0
1892,Femi Taylor,Oola,23,0
1892,Annie Arbogast,Sy Snootles,24,0
1892,Claire Davenport,Fat Dancer,25,1
1892,Jack Purvis,Teebo,26,2
1892,Mike Edmonds,Logray,27,0
1892,Jane Busby,Chief Chirpa,28,0
1892,Malcolm Dixon,Ewok Warrior,29,0
1892,Mike Cottrell,Ewok Warrior,30,0
1892,Nicki Reade,Nicki,31,0
1892,Adam Bareham,"Jhoff, a traffic control officer on the Executor",32,2
1892,Jonathan Oliver,Stardestroyer Controller #2,33,0
1892,Pip Miller,Stardestroyer Captain #1,34,2
1892,Tom Mannion,Stardestroyer Captain #2,35,2
1892,Margo Apostolos,Ewok Tokkat,36,0
1892,Ray Armstrong,Ewok,37,0
1892,Eileen Baker,Ewok,38,0
1892,Michael Henbury Ballan,Ewok,39,0
1892,Bobby Bell,Ewok,40,0
1892,Patty Bell,Ewok,41,0
1892,Alan Bennett,Ewok,42,0
1892,Sarah Bennett,Ewok,43,0
1892,Pamela Betts,Ewok,44,0
1892,Danny Blackner,Ewok,45,0
1892,Linda Bowley,Ewok,46,0
1892,Peter Burroughs,Ewok,47,0
1892,Debbie Lee Carrington,Romba an Ewok,48,1
1892,Maureen Charlton,Ewok,49,0
1892,Willie Coppen,Ewok,50,0
1892,Sadie Corre,Ewok,51,0
1892,Tony Cox,Ewok Wicket's younger brother Widdle,52,2
1892,John Cumming,Ewok,53,0
1892,Jean D'Agostino,Ewok,54,0
1892,Luis De Jesus,Ewok,55,0
1892,Debbie Dixon,Ewok Wijunkee,56,0
1892,Margarita Fernández,Ewok,57,0
1892,Phil Fondacaro,Ewok,58,2
1892,Sal Fondacaro,Ewok,59,2
1892,Tony Friel,Ewok,60,0
1892,Daniel Frishman,Ewok,61,0
1892,John Ghavan,Ewok,62,0
1892,Michael Gilden,Ewok,63,0
1892,Paul Grant,Ewok,64,0
1892,Lydia Green,Ewok,65,0
1892,Lars Green,Ewok,66,0
1892,Pam Grizz,Ewok,67,0
1892,Andrew Herd,Ewok,68,0
1892,J.J. Jackson,Ewok,69,0
1892,Richard Jones,Ewok,70,0
1892,Trevor Jones,Ewok,71,0
1892,Glynn Jones,Ewok,72,0
1892,Karen Lay,Ewok,73,0
1892,John Lummiss,Ewok,74,0
1892,Nancy MacLean,Ewok,75,0
1892,Peter Mandell,Ewok,76,0
1892,Carole Morris,Ewok,77,0
1892,Stacie Nichols,Ewok,78,0
1892,Chris Nunn,Ewok,79,0
1892,Barbara O'Laughlin,Ewok,80,0
1892,Brian Orenstein,Ewok,81,0
1892,Harrell Parker Jr.,Ewok,82,0
1892,John Pedrick,Ewok,83,0
1892,April Perkins,Ewok,84,0
1892,Ronnie Phillips,Ewok,85,0
1892,Katie Purvis,Ewok,86,0
1892,Carol Read,Ewok,87,0
1892,Nicholas Read,Ewok,88,0
1892,Diana Reynolds,Ewok,89,0
1892,Danielle Rodgers,Ewok Graak,90,0
1892,Chris Romano,Ewok,91,0
1892,Dean Shackelford,Ewok,92,0
1892,Kiran Shah,Ewok,93,2
1892,Felix Silla,Ewok,94,2
1892,Linda Spriggs,Ewok,95,0
1892,Gerald Staddon,Ewok,96,0
1892,Josephine Staddon,Ewok,97,0
1892,Kevin Thompson,Ewok,98,2
1892,Kendra Wall,Ewok,99,0
1892,Brian Wheeler,Ewok,100,0
1892,Butch Wilhelm,Ewok,101,0
1892,Dalyn Chew,Jedi Rocks Dancer (special edition),102,0
1892,Celia Fushille-Burke,Greeata Jendowanian a Jedi Rocks Dancer (special edition),103,0
1892,Mercedes Ngoh,Rystáll Sant a Jedi Rocks Dancer (special edition),104,0
1892,Jennifer Jaffe,Jedi Rocks Dancer (special edition),105,0
1892,Mark Dodson,Salacious B. Crumb,106,0
1892,Simon J. Williamson,Max Rebo,107,0
1892,Richard Bonehill,Nien Nunb,108,0
1892,David Gonzales,Ak-rev,109,0
1892,Barrie Holland,Renz,110,0
1892,Peter Roy,Major Olander Brit - Rebel (uncredited),111,2
1892,Erik Bauersfeld,Bib Fortuna (voice),112,0
1892,Mike Quinn,Nein Nunb,113,0
1892,Bill Kipsang Rotich,Nein Numb (voice),114,0
1892,Deep Roy,Droopy McCool,115,2
1892,Alisa Berk,Amanaman,116,0
1892,Hugh Spight,Gameorrean Guard/Elom/Mon Calamari,117,0
1892,Swee Lim,Attark the Hoover,118,0
1892,Richard Robinson,Yuzzum,119,0
1892,Gerald Home,Tessek,120,0
1892,Phil Herbert,Hermi Odle,121,0
1892,Tim Dry,Whiphid,122,0
1892,Sean Crawford,Whiphid,123,0
1892,Phil Tippett,Rancor,124,2
1892,Michael McCormick,Rancor,125,0
1892,Toby Philpott,Jabba the Hutt,126,2
1892,David Alan Barclay,Jabba the Hutt,127,2
1892,Larry Ward,Jabba the Hutt (voice),128,2
348,Tom Skerritt,Arthur Dallas,0,2
348,Sigourney Weaver,Ellen Ripley,1,1
348,Veronica Cartwright,Joan Lambert,2,1
348,Harry Dean Stanton,Samuel Brett,3,2
348,John Hurt,Gilbert Kane,4,2
348,Ian Holm,Ash,5,2
348,Yaphet Kotto,Dennis Parker,6,0
348,Bolaji Badejo,Alien,7,0
348,Helen Horton,Mother (voice),8,1
348,Eddie Powell,Alien (uncredited),9,2
218,Arnold Schwarzenegger,The Terminator,0,2
218,Michael Biehn,Kyle Reese,1,2
218,Linda Hamilton,Sarah Connor,2,1
218,Paul Winfield,Lieutenant Ed Traxler,3,2
218,Lance Henriksen,Detective Vukovich,4,2
218,Bess Motta,Ginger Ventura,5,1
218,Earl Boen,Dr. Peter Silberman,6,2
218,Rick Rossovich,Matt Buchanan,7,0
218,Bill Paxton,Punk Leader,8,2
218,Brian Thompson,Punk,9,2
218,Franco Columbu,Future Terminator,10,2
218,Dick Miller,Pawnshop Clerk,11,2
218,Joe Farago,TV Anchorman,12,0
218,Shawn Schepps,Nancy,13,1
218,Bruce M. Kerner,Desk Sergeant,14,0
218,Brad Rearden,Punk,15,0
218,William Wisher Jr.,Policeman,16,2
218,Ken Fritz,Policeman,17,0
218,Hettie Lynne Hurtes,TV Anchorwoman,18,0
218,Philip Gordon,Mexican Boy,19,0
218,Stan Yale,Derelict,20,0
218,Leslie Morris,Customer,21,0
218,Hugh Farrington,Customer,22,0
218,Harriet Medin,Customer,23,1
218,James Ralston,Customer,24,0
218,Wayne Stone,Tanker Driver,25,0
218,John E. Bristol,Phone Booth Man,26,0
218,Patrick Pinney,Bar Customer,27,2
218,Greg Robbins,Motel Customer,28,2
218,Marianne Muellerleile,Wrong Sarah,29,1
218,Marian Green,Dancer shot by the Terminator (uncredited),30,1
218,J. Randolph Harrison,Policeman (uncredited),31,0
218,Darrell Mapson,Bar Patron at Pay Phone with Sarah (uncredited),32,0
694,Jack Nicholson,Jack Torrance,0,2
694,Shelley Duvall,Wendy Torrance,1,0
694,Danny Lloyd,Danny Torrance,2,2
694,Scatman Crothers,Dick Hallorann,3,2
694,Barry Nelson,Stuart Ullman,4,2
694,Philip Stone,Delbert Grady,5,2
694,Joe Turkel,Lloyd the Bartender,6,0
694,Anne Jackson,Doctor,7,1
694,Tony Burton,Larry Durkin,8,2
694,Barry Dennen,Bill Watson,9,2
694,Lia Beldam,Young Woman in Bath,10,0
694,Billie Gibson,Old Woman in Bath,11,0
105,Michael J. Fox,Marty McFly,0,2
105,Christopher Lloyd,Dr. Emmett Brown,1,2
105,Lea Thompson,Lorraine Baines,2,1
105,Crispin Glover,George McFly,3,2
105,Thomas F. Wilson,Biff Tannen,4,2
105,Claudia Wells,Jennifer Parker,5,1
105,Marc McClure,Dave McFly,6,2
105,Wendie Jo Sperber,Linda McFly,7,1
105,George DiCenzo,Sam Baines,8,0
105,Frances Lee McCain,Stella Baines,9,1
105,James Tolkan,Mr. Strickland,10,2
105,"Harry Waters, Jr.",Marvin Berry,11,0
105,Billy Zane,Match,12,2
105,J.J. Cohen,Skinhead,13,2
105,Casey Siemaszko,3-D,14,2
105,Donald Fullilove,Goldie Wilson,15,0
105,Lisa Freeman,Babs,16,0
105,Cristen Kauffman,Betty,17,1
105,Elsa Raven,Clocktower Lady,18,1
105,Will Hare,Pa Peabody,19,2
105,Ivy Bethune,Ma Peabody,20,1
105,Jason Marin,Sherman Peabody,21,2
105,Katherine Britton,Daughter Peabody,22,0
105,Jason Hervey,Milton Baines,23,2
105,Maia Brewton,Sally Baines,24,0
105,Courtney Gains,Dixon,25,2
105,Richard L. Duran,Terrorist,26,0
105,Jeff O'Haco,Terrorist Van Driver,27,2
105,Johnny Green,Scooter Kid #1,28,2
105,Jamie Abbott,Scooter Kid #2,29,0
105,Norman Alden,Lou,30,2
105,Read Morgan,Cop,31,2
105,Sachi Parker,Bystander #1,32,1
105,Robert Krantz,Bystander #2,33,2
105,Gary Riley,Guy #1,34,0
105,Karen Petrasek,Girl #1,35,0
105,George Buck Flower,Red Thomas - The Bum,36,2
105,Tommy Thomas,Starlighter,37,0
105,Granville 'Danny' Young,Starlighter,38,0
105,David Harold Brown,Starlighter,39,0
105,Lloyd L. Tolbert,Starlighter,40,0
105,Paul Hanson,Pinhead,41,2
105,Lee Brownfield,Pinhead,42,0
105,Robert DeLapp,Pinhead,43,0
105,Walter Scott,Man driving jeep - 1985 (uncredited),44,2
105,Charles L. Campbell,1955 Radio Announcer (voice) (uncredited),45,2
105,Deborah Harmon,TV Newscaster (uncredited),46,1
105,Janine King,High School Girl (uncredited),47,0
105,Huey Lewis,High School Band Audition Judge (uncredited),48,2
105,Tom Tangen,Student (uncredited),49,0
105,Arthur Tovey,Wilbur (uncredited),50,0
18,Bruce Willis,Korben Dallas,0,2
18,Gary Oldman,Jean-Baptiste Emmanuel Zorg,1,2
18,Ian Holm,Father Vito Cornelius,2,2
18,Milla Jovovich,Leeloo,3,1
18,Chris Tucker,Ruby Rhod,4,2
18,Luke Perry,Billy,5,2
18,Brion James,General Munro,6,2
18,Tom Lister Jr.,President Lindberg,7,2
18,Lee Evans,Fog,9,2
18,Charlie Creed-Miles,David,10,2
18,Tricky,Right Arm,11,2
18,John Neville,General Staedert,12,2
18,John Bluthal,Professor Pacoli,13,2
18,Mathieu Kassovitz,Mugger,14,2
18,Christopher Fairbank,Mactilburgh,15,2
18,Kim Chan,Mr. Kim,16,0
18,Julie T. Wallace,Major Iceborg,17,1
18,Al Matthews,General Tudor,18,2
18,Maïwenn,Diva Plavalaguna,19,1
18,Mac McDonald,Flying Cop,20,2
